City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
150,Urengoy,RU,65.9667,78.3667,43.84,98,100,19.04,overcast clouds
151,Samarai,PG,-10.6167,150.6667,81.12,84,100,12.44,overcast clouds
152,Mareeba,AU,-17.0,145.4333,84.49,58,100,8.72,overcast clouds
153,Kiryas Joel,US,41.342,-74.1679,68.65,80,75,10.36,broken clouds
154,Zverinogolovskoye,RU,54.4586,64.8542,57.72,40,15,7.45,few clouds
155,Juneau,US,58.3019,-134.4197,57.22,94,100,3.06,overcast clouds
156,Namibe,AO,-15.1961,12.1522,62.65,90,75,3.85,broken clouds
157,Celestun,MX,20.8667,-90.4,81.07,75,17,12.53,few clouds
158,Yumen,CN,40.2833,97.2,63.5,33,7,9.91,clear sky
159,Nishihara,JP,26.1842,127.7558,81.68,57,20,21.85,few clouds
160,Padang,ID,-0.9492,100.3543,77.05,83,99,1.99,overcast clouds
161,Saint Anthony,US,45.0205,-93.218,79.66,80,75,6.91,thunderstorm
162,Ahipara,NZ,-35.1667,173.1667,62.67,68,0,7.11,clear sky
163,Hobyo,SO,5.3505,48.5268,76.23,92,23,19.46,few clouds
164,Ketchikan,US,55.3422,-131.6461,62.83,66,100,4.68,overcast clouds
165,Bengkulu,ID,-3.8004,102.2655,77.77,84,85,2.37,overcast clouds
166,Nizwa,OM,22.9333,57.5333,80.17,54,26,1.7,scattered clouds
167,Naze,JP,28.3667,129.4833,77.92,74,45,15.5,scattered clouds
168,Moerai,PF,-22.4333,-151.3333,72.09,83,92,19.91,light rain
169,Yanam,IN,16.7333,82.2167,76.03,92,93,4.56,overcast clouds
170,Saskylakh,RU,71.9167,114.0833,26.19,82,93,18.45,overcast clouds
171,Lata,PT,40.1629,-8.3327,68.07,86,1,1.92,clear sky
172,Margate,GB,51.3813,1.3862,55.69,72,94,3.04,overcast clouds
173,Te Anau,NZ,-45.4167,167.7167,53.33,70,84,1.5,broken clouds
174,Tsalka,GE,41.5946,44.0891,53.47,83,36,3.13,scattered clouds
175,Smidovich,RU,48.6,133.8167,53.33,51,7,12.35,clear sky
176,Adrar,MR,20.5022,-10.0711,86.45,31,100,22.86,overcast clouds
177,Sheridan,US,44.8333,-106.9173,57.02,63,49,3.0,scattered clouds
178,Torbay,CA,47.6666,-52.7314,47.5,89,0,5.99,clear sky
179,Gizo,SB,-8.103,156.8419,79.88,82,100,7.23,moderate rain
180,Porto Novo,BJ,6.4965,2.6036,76.82,91,100,3.96,overcast clouds
181,Banda Aceh,ID,5.5577,95.3222,81.77,74,78,8.63,broken clouds
182,Mabai,CN,23.0128,104.4508,65.97,88,96,2.71,overcast clouds
183,Provideniya,RU,64.3833,-173.3,42.91,93,75,13.42,fog
184,Mogadishu,SO,2.0371,45.3438,77.63,86,77,14.65,broken clouds
185,Yellowknife,CA,62.456,-114.3525,54.12,54,20,9.22,few clouds
186,Clyde River,CA,70.4692,-68.5914,32.23,86,100,5.75,overcast clouds
187,Saint George,US,37.1041,-113.5841,90.95,17,0,5.99,clear sky
188,Artvin,TR,41.1667,41.8333,63.41,91,98,1.77,overcast clouds
189,Aklavik,CA,68.2191,-135.0107,51.67,60,94,8.16,overcast clouds
190,Ostrov,RU,57.3439,28.3537,44.33,91,99,3.51,overcast clouds
191,Coquimbo,CL,-29.9533,-71.3436,55.13,76,0,5.75,clear sky
192,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,86,1,1.9,clear sky
193,Cherskiy,RU,68.75,161.3,41.67,63,100,22.95,overcast clouds
194,Anadyr,RU,64.75,177.4833,45.1,81,20,26.84,few clouds
195,Winnemucca,US,40.973,-117.7357,62.65,42,100,19.57,haze
196,Iberia,US,29.9502,-91.7507,83.05,64,0,4.27,clear sky
197,Sitka,US,57.0531,-135.33,57.09,94,100,3.44,overcast clouds
198,Portland,US,45.5234,-122.6762,85.87,26,0,4.0,clear sky
199,Edson,CA,53.5835,-116.4356,59.14,33,0,4.61,clear sky
200,Port Lincoln,AU,-34.7333,135.8667,60.44,70,1,16.04,clear sky
201,Tornio,FI,65.8481,24.1466,26.62,77,7,3.62,clear sky
202,Huarmey,PE,-10.0681,-78.1522,62.01,83,91,13.09,overcast clouds
203,Manokwari,ID,-0.8667,134.0833,80.47,77,99,2.33,overcast clouds
204,Rocha,UY,-34.4833,-54.3333,45.05,90,49,4.12,scattered clouds
205,Avera,US,33.194,-82.5271,76.55,52,0,5.28,clear sky
206,Harper,LR,4.375,-7.7169,75.9,85,100,10.92,light rain
207,Linxia,CN,35.6003,103.2064,57.78,67,0,0.87,clear sky
208,Manyana,BW,-23.4,21.7167,45.28,44,0,7.78,clear sky
209,Namikupa,TZ,-10.8333,39.6,69.22,80,96,5.48,overcast clouds
210,Preobrazheniye,RU,42.9019,133.9064,57.97,39,0,3.8,clear sky
211,Reconquista,AR,-29.15,-59.65,60.24,86,100,8.52,overcast clouds
212,Vostok,RU,46.4856,135.8833,50.4,40,0,5.99,clear sky
213,Zaterechnyy,RU,44.7931,45.2097,67.55,68,100,2.77,overcast clouds
214,Gat,IL,31.61,34.7642,74.08,71,6,4.29,clear sky
215,Forestville,US,38.8451,-76.875,74.34,79,0,3.38,clear sky
216,Chokwe,MZ,-24.5333,32.9833,62.78,92,100,8.34,moderate rain
217,Shiyan,CN,32.6475,110.7781,65.34,77,100,0.49,overcast clouds
218,Bodrum,TR,37.0383,27.4292,64.33,67,100,11.05,overcast clouds
219,Sarahan,IN,31.5167,77.8,60.37,89,100,4.0,overcast clouds
220,Hirara,JP,24.8,125.2833,82.67,69,75,19.57,broken clouds
221,Saint-Augustin,CA,51.226,-58.6502,49.98,63,6,2.8,clear sky
222,Denpasar,ID,-8.65,115.2167,82.06,78,40,13.8,scattered clouds
223,Key West,US,24.5557,-81.7826,84.0,68,0,5.59,clear sky
224,Binga,ZW,-17.6203,27.3414,76.12,42,94,7.72,overcast clouds
225,Tiksi,RU,71.6872,128.8694,34.18,99,100,10.38,snow
226,Sambava,MG,-14.2667,50.1667,65.59,87,16,10.07,few clouds
227,Luderitz,NA,-26.6481,15.1594,63.61,33,7,12.48,clear sky
228,George,ZA,-33.963,22.4617,56.23,60,0,7.4,clear sky
229,Kassala,SD,15.451,36.4,78.13,70,97,13.71,overcast clouds
230,West Bay,KY,19.3667,-81.4167,86.07,76,20,6.91,few clouds
231,Alizai,PK,33.5383,70.3462,74.46,54,0,2.53,clear sky
232,Benjamin Constant,BR,-4.3831,-70.0311,73.27,96,77,1.59,broken clouds
233,Dakar,SN,14.6937,-17.4441,82.29,73,100,7.9,overcast clouds
234,Wanlaweyn,SO,2.6185,44.8938,75.07,88,70,10.02,broken clouds
235,Lompoc,US,34.6391,-120.4579,73.69,71,0,5.01,clear sky
236,Nouadhibou,MR,20.931,-17.0347,74.8,76,14,18.81,few clouds
237,Longyearbyen,SJ,78.2186,15.6401,35.44,75,75,21.85,broken clouds
238,Novaya Ladoga,RU,60.1025,32.3019,48.2,89,100,2.53,overcast clouds
239,Cedar City,US,37.6775,-113.0619,72.39,26,6,7.27,clear sky
240,General Roca,AR,-39.0333,-67.5833,48.61,29,46,9.13,scattered clouds
241,Lebu,CL,-37.6167,-73.65,44.65,83,99,5.32,overcast clouds
242,Yuxia,CN,34.0615,108.6291,64.54,81,98,2.21,overcast clouds
243,Mahibadhoo,MV,3.7833,72.9667,80.87,76,10,5.79,clear sky
244,Khash,IR,28.2211,61.2158,70.27,21,0,3.94,clear sky
245,Pershotravneve,UA,51.3929,28.8684,47.95,93,100,2.51,light rain
246,Santa Rosa,PH,14.3122,121.1114,84.11,86,100,0.78,overcast clouds
247,Bontang,ID,0.1333,117.5,75.06,90,100,4.34,overcast clouds
248,Kloulklubed,PW,7.0419,134.2556,83.75,71,100,4.97,overcast clouds
249,Codrington,AU,-38.2667,141.9667,52.95,95,100,5.5,moderate rain
250,Port Hawkesbury,CA,45.6169,-61.3485,56.59,91,100,11.01,moderate rain
251,Evansville,US,37.9748,-87.5558,83.17,77,0,2.37,clear sky
252,Tecoanapa,MX,16.5167,-98.75,77.41,89,100,2.75,overcast clouds
253,Chokurdakh,RU,70.6333,147.9167,32.97,92,100,15.48,light snow
254,Corpus Christi,US,27.8006,-97.3964,86.23,74,0,3.0,clear sky
255,Olafsvik,IS,64.8945,-23.7142,49.87,90,31,8.12,scattered clouds
256,Deder,ET,9.3167,41.45,55.65,79,10,4.34,clear sky
257,Presidente Epitacio,BR,-21.7633,-52.1156,71.56,93,97,3.06,overcast clouds
258,Suchitlan,MX,19.3667,-103.7167,68.47,98,100,2.06,overcast clouds
259,Grindavik,IS,63.8424,-22.4338,48.67,100,75,6.91,broken clouds
260,Novikovo,RU,51.1537,37.8879,51.39,85,100,2.1,overcast clouds
261,Black River,JM,18.0264,-77.8487,80.4,82,7,5.88,clear sky
262,Marand,IR,38.4329,45.7749,66.33,37,0,5.03,clear sky
263,Jiaohe,CN,43.7286,127.3447,53.55,61,0,5.12,clear sky
264,Susanville,US,40.4163,-120.653,61.81,73,75,6.91,broken clouds
265,Saint-Francois,FR,46.4154,3.9054,42.24,93,0,1.14,clear sky
266,Port Augusta,AU,-32.5,137.7667,61.47,74,99,22.15,overcast clouds
267,Katsuura,JP,35.1333,140.3,67.14,76,100,19.33,overcast clouds
268,Brownwood,US,31.7093,-98.9912,90.72,45,8,8.28,clear sky
269,Mapastepec,MX,15.4333,-92.9,76.93,95,100,3.71,overcast clouds
270,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,88,0,8.05,clear sky
271,Asau,RO,46.4333,26.4,40.28,91,25,5.1,scattered clouds
272,Puebloviejo,CO,10.9938,-74.2844,79.03,83,59,4.99,broken clouds
273,Ahuimanu,US,21.4447,-157.8378,84.78,69,13,3.0,few clouds
274,Guarapari,BR,-20.6667,-40.4975,72.9,81,99,10.54,overcast clouds
275,Erdenet,MN,49.0333,104.0833,39.36,85,100,2.28,overcast clouds
276,Fortuna,US,40.5982,-124.1573,66.97,89,62,4.21,broken clouds
277,Cockburn Town,TC,21.4612,-71.1419,81.48,85,100,36.6,overcast clouds
278,Luangwa,ZM,-15.6167,30.4167,72.43,38,2,2.21,clear sky
279,Hualmay,PE,-11.0964,-77.6139,61.5,82,100,13.0,overcast clouds
280,Mbour,SN,14.422,-16.9638,80.53,77,100,3.18,overcast clouds
281,Pisco,PE,-13.7,-76.2167,61.02,82,13,13.8,few clouds
282,Berlevag,NO,70.8578,29.0864,40.95,87,100,12.66,overcast clouds
283,Voyvozh,RU,62.892,54.9635,48.24,85,100,12.15,light rain
284,Nabire,ID,-3.3667,135.4833,84.7,68,95,2.62,overcast clouds
285,Livingston,GB,55.9029,-3.5226,55.47,83,0,3.44,clear sky
286,Samfya,ZM,-11.3649,29.5565,69.37,39,8,5.48,clear sky
287,Ati,TD,13.2154,18.3353,79.92,67,100,7.81,overcast clouds
288,Prainha,BR,-1.8,-53.48,81.1,53,12,5.06,few clouds
289,Primorsk,UA,46.7348,36.3443,53.73,73,1,13.85,clear sky
290,Port Moresby,PG,-9.4431,147.1797,83.35,68,100,5.59,overcast clouds
291,Varazdin,HR,46.3044,16.3378,43.81,93,8,4.32,clear sky
292,Paamiut,GL,61.994,-49.6678,41.29,78,59,15.23,broken clouds
293,Bairiki,KI,1.3292,172.9752,78.8,89,100,6.91,overcast clouds
294,Rosario,AR,-32.9468,-60.6393,51.94,89,100,9.22,overcast clouds
295,Calamar,CO,10.2511,-74.9146,76.15,89,74,6.22,broken clouds
296,Graaff-Reinet,ZA,-32.2522,24.5308,44.92,95,6,1.1,clear sky
297,Muncar,ID,-8.4333,114.3333,79.0,79,81,6.46,broken clouds
298,Geraldton,AU,-28.7667,114.6,59.41,82,85,6.91,overcast clouds
299,Ngorongoro,TZ,-3.2397,35.4875,49.62,92,75,6.87,broken clouds
300,Takaungu,KE,-3.6837,39.8566,72.9,83,73,8.03,broken clouds
301,Bachaquero,VE,9.9694,-71.1494,81.39,79,100,10.22,light rain
302,Honningsvag,NO,70.9821,25.9704,42.55,81,75,12.66,broken clouds
303,Ostrovnoy,RU,68.0531,39.5131,42.73,81,77,25.72,broken clouds
304,Tukrah,LY,32.5341,20.5791,78.8,52,73,6.69,broken clouds
305,Poum,NC,-20.2333,164.0167,75.78,77,0,10.22,clear sky
306,Vicksburg,US,32.3526,-90.8779,80.33,100,0,0.0,clear sky
307,Port Hedland,AU,-20.3167,118.5667,78.85,19,0,17.27,clear sky
308,Ganzhou,CN,28.8184,115.4327,72.5,56,100,6.89,overcast clouds
309,Burgersdorp,ZA,-30.9977,26.3286,41.25,81,88,4.34,overcast clouds
310,Udachnyy,RU,66.4167,112.4,26.46,85,100,15.95,overcast clouds
311,Dodoma,TZ,-6.1722,35.7395,62.82,80,11,10.47,few clouds
312,Mujiayingzi,CN,42.1167,118.7833,64.67,22,5,10.27,clear sky
313,Alofi,NU,-19.0595,-169.9187,76.46,76,77,24.34,light rain
314,Blackwater,AU,-23.5833,148.8833,75.22,63,98,8.81,overcast clouds
315,Dingle,PH,10.9995,122.6711,82.06,79,100,5.61,overcast clouds
316,Auch,FR,43.65,0.5833,55.89,71,3,4.0,clear sky
317,Tulun,RU,54.5611,100.5792,42.13,83,82,18.63,light rain
318,Mercedes,AR,-34.6515,-59.4307,54.79,40,100,5.21,overcast clouds
319,Qaqortoq,GL,60.7167,-46.0333,40.78,88,8,1.45,clear sky
320,Kathu,TH,7.9178,98.3332,85.75,83,100,10.74,overcast clouds
321,Bam,IR,29.106,58.357,79.95,16,0,6.24,clear sky
322,Teknaf,BD,20.8624,92.3058,78.04,91,31,8.72,scattered clouds
323,Santiago Del Estero,AR,-27.7951,-64.2615,63.73,50,100,6.15,overcast clouds
324,Mikhaylovka,RU,50.06,43.2379,53.78,61,100,6.8,overcast clouds
325,Umirim,BR,-3.6772,-39.3503,76.03,81,75,6.33,broken clouds
326,Iquitos,PE,-3.7481,-73.2472,71.51,97,55,1.81,broken clouds
327,Gisborne,NZ,-38.6533,178.0042,63.73,65,98,5.14,overcast clouds
328,Port Elizabeth,ZA,-33.918,25.5701,52.09,92,0,4.61,clear sky
329,Sola,VU,-13.8833,167.55,80.17,78,29,16.15,scattered clouds
330,Pochutla,MX,15.7432,-96.4661,77.83,95,85,4.07,overcast clouds
331,Santa Marta,CO,11.2408,-74.199,78.89,84,99,1.01,overcast clouds
332,Talara,PE,-4.5772,-81.2719,64.45,87,37,18.57,scattered clouds
333,Deputatskiy,RU,69.3,139.9,26.22,95,100,5.88,snow
334,Doha,QA,25.2867,51.5333,89.58,79,0,8.05,clear sky
335,Ust-Ilimsk,RU,58.0006,102.6619,32.11,88,100,14.2,light snow
336,Invermere,CA,50.5167,-116.0354,62.37,32,0,1.57,clear sky
337,Saint-Pierre,RE,-21.3393,55.4781,69.48,83,100,11.5,overcast clouds
338,Yaan,NG,7.3833,8.5667,71.37,97,66,2.57,light rain
339,Sovetskiy,RU,61.3614,63.5842,50.29,86,16,9.57,few clouds
340,Tumbagaan,PH,5.3656,120.3139,82.71,73,48,4.79,scattered clouds
341,Xai-Xai,MZ,-25.0519,33.6442,67.93,94,100,11.63,light rain
342,Tual,ID,-5.6667,132.75,82.42,78,30,8.48,scattered clouds
343,Praia,CV,14.9215,-23.5087,77.54,83,40,12.66,scattered clouds
344,Cascais,PT,38.6979,-9.4215,74.55,94,82,8.01,broken clouds
345,Calabozo,VE,8.9242,-67.4293,74.66,94,97,5.1,overcast clouds
346,Severo-Yeniseyskiy,RU,60.3725,93.0408,28.72,79,70,2.15,broken clouds
347,Byron Bay,AU,-28.65,153.6167,70.95,64,100,10.58,light rain
348,Kolokani,ML,13.5728,-8.0339,71.1,98,100,7.54,heavy intensity rain
