City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Koudougou,BF,2022-09-15 21:32:46,12.25,-2.3667,71.04,87,100,9.82
274,Saldanha,ZA,2022-09-15 21:32:47,-33.0117,17.9442,53.65,91,11,8.28
275,Hay River,CA,2022-09-15 21:30:42,60.8156,-115.7999,78.76,27,20,11.5
276,Kaitangata,NZ,2022-09-15 21:32:47,-46.2817,169.8464,44.2,76,92,7.31
277,Bilma,NE,2022-09-15 21:32:47,18.6853,12.9164,97.14,15,50,6.58
278,Ingham,US,2022-09-15 21:32:48,42.6,-84.3833,76.86,64,75,4.61
279,Tripoli,LY,2022-09-15 21:29:43,32.8752,13.1875,83.16,51,0,16.31
280,Abnub,EG,2022-09-15 21:33:48,27.2696,31.1511,79.02,32,0,8.14
281,Mayo,US,2022-09-15 21:33:49,38.8876,-76.5119,80.35,57,0,10.36
282,Meulaboh,ID,2022-09-15 21:33:49,4.1363,96.1285,75.83,91,97,5.21
283,Traipu,BR,2022-09-15 21:33:50,-9.9706,-37.0033,70.63,89,22,7.65
284,Castro,BR,2022-09-15 21:33:50,-24.7911,-50.0119,53.98,97,100,4.9
285,Tahe,CN,2022-09-15 21:33:51,52.3333,124.7333,42.62,96,100,2.19
286,Gold Coast,AU,2022-09-15 21:32:04,-28.0,153.4333,64.0,94,75,10.36
287,Yarim,YE,2022-09-15 21:33:51,14.298,44.3779,60.19,63,81,0.94
288,Satara,IN,2022-09-15 21:31:42,17.6833,73.9833,69.57,95,100,10.58
289,Aksarka,RU,2022-09-15 21:33:52,66.5606,67.7975,48.83,72,100,5.32
290,Okha,RU,2022-09-15 21:33:52,53.5739,142.9478,49.53,66,6,13.27
291,Marinette,US,2022-09-15 21:33:52,45.1,-87.6307,77.05,69,0,12.26
292,Steamboat Springs,US,2022-09-15 21:33:53,40.485,-106.8317,66.94,84,100,4.61
